TOTAL,AREA,HOUR,LONG,LAT,,,,,,,
1,934,12,7.605404569,45.07163048,,,,,,,
1,934,23,7.605404569,45.07163048,,,,,,,
1,935,8,7.611758322,45.07163048,,,,,,,
2,935,13,7.611758322,45.07163048,,,,,,,
1,935,15,7.611758322,45.07163048,,,,,,,
1,935,17,7.611758322,45.07163048,,,,,,,
1,935,21,7.611758322,45.07163048,,,,,,,
1,936,5,7.618112075,45.07163048,,,,,,,
1,936,7,7.618112075,45.07163048,,,,,,,
3,936,8,7.618112075,45.07163048,,,,,,,
4,936,10,7.618112075,45.07163048,,,,,,,
4,936,11,7.618112075,45.07163048,,,,,,,
4,936,12,7.618112075,45.07163048,,,,,,,
3,936,14,7.618112075,45.07163048,,,,,,,
3,936,16,7.618112075,45.07163048,,,,,,,
1,936,23,7.618112075,45.07163048,,,,,,,
1,937,0,7.624465829,45.07163048,,,,,,,
1,937,4,7.624465829,45.07163048,,,,,,,
2,937,9,7.624465829,45.07163048,,,,,,,
3,937,10,7.624465829,45.07163048,,,,,,,
3,937,11,7.624465829,45.07163048,,,,,,,
5,937,12,7.624465829,45.07163048,,,,,,,
1,937,14,7.624465829,45.07163048,,,,,,,
1,937,16,7.624465829,45.07163048,,,,,,,
1,937,17,7.624465829,45.07163048,,,,,,,
2,937,18,7.624465829,45.07163048,,,,,,,
2,937,19,7.624465829,45.07163048,,,,,,,
1,937,20,7.624465829,45.07163048,,,,,,,
1,938,1,7.630819582,45.07163048,,,,,,,
1,938,8,7.630819582,45.07163048,,,,,,,
2,938,9,7.630819582,45.07163048,,,,,,,
2,938,10,7.630819582,45.07163048,,,,,,,
3,938,11,7.630819582,45.07163048,,,,,,,
3,938,12,7.630819582,45.07163048,,,,,,,
1,938,20,7.630819582,45.07163048,,,,,,,
2,939,3,7.637173335,45.07163048,,,,,,,
1,939,7,7.637173335,45.07163048,,,,,,,
1,939,8,7.637173335,45.07163048,,,,,,,
1,939,9,7.637173335,45.07163048,,,,,,,
1,939,15,7.637173335,45.07163048,,,,,,,
3,939,16,7.637173335,45.07163048,,,,,,,
1,939,19,7.637173335,45.07163048,,,,,,,
1,940,4,7.643527088,45.07163048,,,,,,,
2,940,7,7.643527088,45.07163048,,,,,,,
2,940,9,7.643527088,45.07163048,,,,,,,
5,940,10,7.643527088,45.07163048,,,,,,,
3,940,11,7.643527088,45.07163048,,,,,,,
1,940,12,7.643527088,45.07163048,,,,,,,
3,940,13,7.643527088,45.07163048,,,,,,,
1,940,14,7.643527088,45.07163048,,,,,,,
1,940,15,7.643527088,45.07163048,,,,,,,
1,940,18,7.643527088,45.07163048,,,,,,,
5,940,19,7.643527088,45.07163048,,,,,,,
1,940,20,7.643527088,45.07163048,,,,,,,
3,940,21,7.643527088,45.07163048,,,,,,,
1,941,0,7.649880842,45.07163048,,,,,,,
2,941,1,7.649880842,45.07163048,,,,,,,
2,941,7,7.649880842,45.07163048,,,,,,,
2,941,9,7.649880842,45.07163048,,,,,,,
3,941,10,7.649880842,45.07163048,,,,,,,
3,941,11,7.649880842,45.07163048,,,,,,,
2,941,12,7.649880842,45.07163048,,,,,,,
2,941,15,7.649880842,45.07163048,,,,,,,
1,941,16,7.649880842,45.07163048,,,,,,,
2,941,18,7.649880842,45.07163048,,,,,,,
1,941,19,7.649880842,45.07163048,,,,,,,
3,941,21,7.649880842,45.07163048,,,,,,,
2,942,8,7.656234595,45.07163048,,,,,,,
1,942,9,7.656234595,45.07163048,,,,,,,
1,942,10,7.656234595,45.07163048,,,,,,,
1,942,11,7.656234595,45.07163048,,,,,,,
4,942,12,7.656234595,45.07163048,,,,,,,
2,942,13,7.656234595,45.07163048,,,,,,,
1,942,14,7.656234595,45.07163048,,,,,,,
1,942,15,7.656234595,45.07163048,,,,,,,
3,942,16,7.656234595,45.07163048,,,,,,,
3,942,17,7.656234595,45.07163048,,,,,,,
4,942,18,7.656234595,45.07163048,,,,,,,
4,942,19,7.656234595,45.07163048,,,,,,,
2,942,20,7.656234595,45.07163048,,,,,,,
10,942,21,7.656234595,45.07163048,,,,,,,
2,943,0,7.662588348,45.07163048,,,,,,,
1,943,8,7.662588348,45.07163048,,,,,,,
1,943,9,7.662588348,45.07163048,,,,,,,
1,943,10,7.662588348,45.07163048,,,,,,,
1,943,11,7.662588348,45.07163048,,,,,,,
5,943,12,7.662588348,45.07163048,,,,,,,
1,943,13,7.662588348,45.07163048,,,,,,,
3,943,14,7.662588348,45.07163048,,,,,,,
2,943,15,7.662588348,45.07163048,,,,,,,
1,943,16,7.662588348,45.07163048,,,,,,,
2,943,17,7.662588348,45.07163048,,,,,,,
2,943,18,7.662588348,45.07163048,,,,,,,
6,943,20,7.662588348,45.07163048,,,,,,,
3,943,21,7.662588348,45.07163048,,,,,,,
1,943,22,7.662588348,45.07163048,,,,,,,
2,943,23,7.662588348,45.07163048,,,,,,,
1,944,0,7.668942101,45.07163048,,,,,,,
1,944,4,7.668942101,45.07163048,,,,,,,
2,944,6,7.668942101,45.07163048,,,,,,,
5,944,7,7.668942101,45.07163048,,,,,,,
5,944,8,7.668942101,45.07163048,,,,,,,
4,944,9,7.668942101,45.07163048,,,,,,,
4,944,10,7.668942101,45.07163048,,,,,,,
6,944,11,7.668942101,45.07163048,,,,,,,
8,944,12,7.668942101,45.07163048,,,,,,,
4,944,13,7.668942101,45.07163048,,,,,,,
2,944,14,7.668942101,45.07163048,,,,,,,
1,944,15,7.668942101,45.07163048,,,,,,,
4,944,16,7.668942101,45.07163048,,,,,,,
2,944,17,7.668942101,45.07163048,,,,,,,
2,944,18,7.668942101,45.07163048,,,,,,,
2,944,19,7.668942101,45.07163048,,,,,,,
1,944,20,7.668942101,45.07163048,,,,,,,
1,944,21,7.668942101,45.07163048,,,,,,,
3,945,0,7.675295855,45.07163048,,,,,,,
3,945,1,7.675295855,45.07163048,,,,,,,
1,945,2,7.675295855,45.07163048,,,,,,,
1,945,3,7.675295855,45.07163048,,,,,,,
5,945,7,7.675295855,45.07163048,,,,,,,
4,945,8,7.675295855,45.07163048,,,,,,,
7,945,9,7.675295855,45.07163048,,,,,,,
14,945,10,7.675295855,45.07163048,,,,,,,
7,945,11,7.675295855,45.07163048,,,,,,,
11,945,12,7.675295855,45.07163048,,,,,,,
4,945,13,7.675295855,45.07163048,,,,,,,
3,945,14,7.675295855,45.07163048,,,,,,,
3,945,15,7.675295855,45.07163048,,,,,,,
1,945,16,7.675295855,45.07163048,,,,,,,
1,945,19,7.675295855,45.07163048,,,,,,,
5,945,20,7.675295855,45.07163048,,,,,,,
4,945,21,7.675295855,45.07163048,,,,,,,
3,945,22,7.675295855,45.07163048,,,,,,,
3,945,23,7.675295855,45.07163048,,,,,,,
1,946,2,7.681649608,45.07163048,,,,,,,
1,946,8,7.681649608,45.07163048,,,,,,,
2,946,11,7.681649608,45.07163048,,,,,,,
1,946,14,7.681649608,45.07163048,,,,,,,
1,946,18,7.681649608,45.07163048,,,,,,,
3,946,20,7.681649608,45.07163048,,,,,,,
1,947,2,7.688003361,45.07163048,,,,,,,
1,947,9,7.688003361,45.07163048,,,,,,,
3,947,10,7.688003361,45.07163048,,,,,,,
1,947,11,7.688003361,45.07163048,,,,,,,
1,947,17,7.688003361,45.07163048,,,,,,,
2,948,0,7.694357114,45.07163048,,,,,,,
1,948,1,7.694357114,45.07163048,,,,,,,
1,948,2,7.694357114,45.07163048,,,,,,,
1,948,4,7.694357114,45.07163048,,,,,,,
1,948,6,7.694357114,45.07163048,,,,,,,
1,948,7,7.694357114,45.07163048,,,,,,,
1,948,8,7.694357114,45.07163048,,,,,,,
1,948,10,7.694357114,45.07163048,,,,,,,
1,948,11,7.694357114,45.07163048,,,,,,,
3,948,12,7.694357114,45.07163048,,,,,,,
3,948,13,7.694357114,45.07163048,,,,,,,
2,948,15,7.694357114,45.07163048,,,,,,,
1,948,16,7.694357114,45.07163048,,,,,,,
3,948,17,7.694357114,45.07163048,,,,,,,
3,948,18,7.694357114,45.07163048,,,,,,,
1,948,19,7.694357114,45.07163048,,,,,,,
2,948,20,7.694357114,45.07163048,,,,,,,
8,948,21,7.694357114,45.07163048,,,,,,,
1,949,0,7.700710868,45.07163048,,,,,,,
1,949,9,7.700710868,45.07163048,,,,,,,
2,949,13,7.700710868,45.07163048,,,,,,,
1,949,15,7.700710868,45.07163048,,,,,,,
1,949,16,7.700710868,45.07163048,,,,,,,
2,949,18,7.700710868,45.07163048,,,,,,,
3,949,19,7.700710868,45.07163048,,,,,,,
2,949,21,7.700710868,45.07163048,,,,,,,
1,949,22,7.700710868,45.07163048,,,,,,,
1,950,9,7.707064621,45.07163048,,,,,,,
1,950,10,7.707064621,45.07163048,,,,,,,
1,950,11,7.707064621,45.07163048,,,,,,,
1,950,13,7.707064621,45.07163048,,,,,,,
1,950,15,7.707064621,45.07163048,,,,,,,
1,950,18,7.707064621,45.07163048,,,,,,,
1,950,21,7.707064621,45.07163048,,,,,,,
3,951,0,7.713418374,45.07163048,,,,,,,
1,951,2,7.713418374,45.07163048,,,,,,,
2,951,7,7.713418374,45.07163048,,,,,,,
2,951,8,7.713418374,45.07163048,,,,,,,
1,951,10,7.713418374,45.07163048,,,,,,,
2,951,17,7.713418374,45.07163048,,,,,,,
2,951,18,7.713418374,45.07163048,,,,,,,
2,952,12,7.719772127,45.07163048,,,,,,,
1,952,15,7.719772127,45.07163048,,,,,,,
1,952,17,7.719772127,45.07163048,,,,,,,
1,953,1,7.726125881,45.07163048,,,,,,,
1,953,3,7.726125881,45.07163048,,,,,,,
1,953,8,7.726125881,45.07163048,,,,,,,
1,953,10,7.726125881,45.07163048,,,,,,,
1,953,11,7.726125881,45.07163048,,,,,,,
1,953,12,7.726125881,45.07163048,,,,,,,
1,953,17,7.726125881,45.07163048,,,,,,,
1,953,20,7.726125881,45.07163048,,,,,,,
2,953,21,7.726125881,45.07163048,,,,,,,
2,976,1,7.618112075,45.07612568,,,,,,,
1,976,2,7.618112075,45.07612568,,,,,,,
1,976,7,7.618112075,45.07612568,,,,,,,
1,976,8,7.618112075,45.07612568,,,,,,,
3,976,10,7.618112075,45.07612568,,,,,,,
2,976,11,7.618112075,45.07612568,,,,,,,
1,976,12,7.618112075,45.07612568,,,,,,,
1,976,14,7.618112075,45.07612568,,,,,,,
2,976,16,7.618112075,45.07612568,,,,,,,
1,976,17,7.618112075,45.07612568,,,,,,,
1,976,18,7.618112075,45.07612568,,,,,,,
1,977,3,7.624465829,45.07612568,,,,,,,
2,977,8,7.624465829,45.07612568,,,,,,,
1,977,9,7.624465829,45.07612568,,,,,,,
1,977,10,7.624465829,45.07612568,,,,,,,
1,977,11,7.624465829,45.07612568,,,,,,,
1,977,12,7.624465829,45.07612568,,,,,,,
1,977,13,7.624465829,45.07612568,,,,,,,
3,977,14,7.624465829,45.07612568,,,,,,,
2,977,16,7.624465829,45.07612568,,,,,,,
1,977,17,7.624465829,45.07612568,,,,,,,
1,977,18,7.624465829,45.07612568,,,,,,,
2,977,20,7.624465829,45.07612568,,,,,,,
1,978,9,7.630819582,45.07612568,,,,,,,
2,978,10,7.630819582,45.07612568,,,,,,,
1,978,11,7.630819582,45.07612568,,,,,,,
2,978,12,7.630819582,45.07612568,,,,,,,
1,978,13,7.630819582,45.07612568,,,,,,,
2,978,16,7.630819582,45.07612568,,,,,,,
1,978,18,7.630819582,45.07612568,,,,,,,
1,978,19,7.630819582,45.07612568,,,,,,,
1,978,20,7.630819582,45.07612568,,,,,,,
1,978,23,7.630819582,45.07612568,,,,,,,
1,979,3,7.637173335,45.07612568,,,,,,,
1,979,15,7.637173335,45.07612568,,,,,,,
1,979,17,7.637173335,45.07612568,,,,,,,
1,979,18,7.637173335,45.07612568,,,,,,,
1,979,20,7.637173335,45.07612568,,,,,,,
1,980,5,7.643527088,45.07612568,,,,,,,
2,980,8,7.643527088,45.07612568,,,,,,,
2,980,9,7.643527088,45.07612568,,,,,,,
1,980,10,7.643527088,45.07612568,,,,,,,
1,980,11,7.643527088,45.07612568,,,,,,,
3,980,12,7.643527088,45.07612568,,,,,,,
1,980,13,7.643527088,45.07612568,,,,,,,
2,980,18,7.643527088,45.07612568,,,,,,,
1,980,20,7.643527088,45.07612568,,,,,,,
1,980,22,7.643527088,45.07612568,,,,,,,
1,981,10,7.649880842,45.07612568,,,,,,,
2,981,11,7.649880842,45.07612568,,,,,,,
2,981,14,7.649880842,45.07612568,,,,,,,
1,981,15,7.649880842,45.07612568,,,,,,,
1,981,16,7.649880842,45.07612568,,,,,,,
1,981,17,7.649880842,45.07612568,,,,,,,
2,981,18,7.649880842,45.07612568,,,,,,,
1,981,20,7.649880842,45.07612568,,,,,,,
1,981,21,7.649880842,45.07612568,,,,,,,
1,982,8,7.656234595,45.07612568,,,,,,,
2,982,9,7.656234595,45.07612568,,,,,,,
3,982,10,7.656234595,45.07612568,,,,,,,
1,982,11,7.656234595,45.07612568,,,,,,,
3,982,12,7.656234595,45.07612568,,,,,,,
1,982,13,7.656234595,45.07612568,,,,,,,
1,982,16,7.656234595,45.07612568,,,,,,,
1,982,17,7.656234595,45.07612568,,,,,,,
1,982,19,7.656234595,45.07612568,,,,,,,
1,982,21,7.656234595,45.07612568,,,,,,,
1,982,22,7.656234595,45.07612568,,,,,,,
1,983,9,7.662588348,45.07612568,,,,,,,
2,983,10,7.662588348,45.07612568,,,,,,,
1,983,11,7.662588348,45.07612568,,,,,,,
1,983,12,7.662588348,45.07612568,,,,,,,
1,983,13,7.662588348,45.07612568,,,,,,,
1,983,14,7.662588348,45.07612568,,,,,,,
1,983,15,7.662588348,45.07612568,,,,,,,
1,983,16,7.662588348,45.07612568,,,,,,,
1,983,17,7.662588348,45.07612568,,,,,,,
2,983,18,7.662588348,45.07612568,,,,,,,
5,983,19,7.662588348,45.07612568,,,,,,,
1,983,20,7.662588348,45.07612568,,,,,,,
2,983,22,7.662588348,45.07612568,,,,,,,
1,983,23,7.662588348,45.07612568,,,,,,,
2,984,0,7.668942101,45.07612568,,,,,,,
1,984,1,7.668942101,45.07612568,,,,,,,
1,984,2,7.668942101,45.07612568,,,,,,,
2,984,7,7.668942101,45.07612568,,,,,,,
1,984,9,7.668942101,45.07612568,,,,,,,
1,984,10,7.668942101,45.07612568,,,,,,,
2,984,12,7.668942101,45.07612568,,,,,,,
1,984,16,7.668942101,45.07612568,,,,,,,
3,984,17,7.668942101,45.07612568,,,,,,,
1,984,18,7.668942101,45.07612568,,,,,,,
1,984,19,7.668942101,45.07612568,,,,,,,
2,984,20,7.668942101,45.07612568,,,,,,,
4,984,21,7.668942101,45.07612568,,,,,,,
1,985,0,7.675295855,45.07612568,,,,,,,
1,985,1,7.675295855,45.07612568,,,,,,,
1,985,3,7.675295855,45.07612568,,,,,,,
2,985,9,7.675295855,45.07612568,,,,,,,
2,985,10,7.675295855,45.07612568,,,,,,,
3,985,11,7.675295855,45.07612568,,,,,,,
3,985,12,7.675295855,45.07612568,,,,,,,
1,985,13,7.675295855,45.07612568,,,,,,,
2,985,14,7.675295855,45.07612568,,,,,,,
1,985,15,7.675295855,45.07612568,,,,,,,
2,985,16,7.675295855,45.07612568,,,,,,,
2,985,18,7.675295855,45.07612568,,,,,,,
3,985,20,7.675295855,45.07612568,,,,,,,
1,985,21,7.675295855,45.07612568,,,,,,,
1,985,22,7.675295855,45.07612568,,,,,,,
1,985,23,7.675295855,45.07612568,,,,,,,
1,986,6,7.681649608,45.07612568,,,,,,,
2,986,7,7.681649608,45.07612568,,,,,,,
1,986,8,7.681649608,45.07612568,,,,,,,
1,986,10,7.681649608,45.07612568,,,,,,,
1,986,11,7.681649608,45.07612568,,,,,,,
2,986,13,7.681649608,45.07612568,,,,,,,
2,986,15,7.681649608,45.07612568,,,,,,,
1,986,16,7.681649608,45.07612568,,,,,,,
1,986,17,7.681649608,45.07612568,,,,,,,
1,986,18,7.681649608,45.07612568,,,,,,,
3,986,20,7.681649608,45.07612568,,,,,,,
1,987,0,7.688003361,45.07612568,,,,,,,
1,987,3,7.688003361,45.07612568,,,,,,,
1,987,7,7.688003361,45.07612568,,,,,,,
1,987,10,7.688003361,45.07612568,,,,,,,
2,987,11,7.688003361,45.07612568,,,,,,,
4,987,12,7.688003361,45.07612568,,,,,,,
1,987,13,7.688003361,45.07612568,,,,,,,
1,987,14,7.688003361,45.07612568,,,,,,,
1,987,16,7.688003361,45.07612568,,,,,,,
1,987,17,7.688003361,45.07612568,,,,,,,
2,987,18,7.688003361,45.07612568,,,,,,,
1,987,20,7.688003361,45.07612568,,,,,,,
1,987,21,7.688003361,45.07612568,,,,,,,
1,987,22,7.688003361,45.07612568,,,,,,,
1,988,0,7.694357114,45.07612568,,,,,,,
1,988,10,7.694357114,45.07612568,,,,,,,
1,988,11,7.694357114,45.07612568,,,,,,,
1,988,17,7.694357114,45.07612568,,,,,,,
1,988,19,7.694357114,45.07612568,,,,,,,
2,988,20,7.694357114,45.07612568,,,,,,,
5,989,9,7.700710868,45.07612568,,,,,,,
3,989,10,7.700710868,45.07612568,,,,,,,
3,989,11,7.700710868,45.07612568,,,,,,,
2,989,12,7.700710868,45.07612568,,,,,,,
2,989,13,7.700710868,45.07612568,,,,,,,
1,989,15,7.700710868,45.07612568,,,,,,,
1,989,16,7.700710868,45.07612568,,,,,,,
1,989,17,7.700710868,45.07612568,,,,,,,
1,989,18,7.700710868,45.07612568,,,,,,,
1,989,19,7.700710868,45.07612568,,,,,,,
1,989,20,7.700710868,45.07612568,,,,,,,
1,991,19,7.713418374,45.07612568,,,,,,,
1,991,21,7.713418374,45.07612568,,,,,,,
1,1016,7,7.618112075,45.08062088,,,,,,,
1,1016,10,7.618112075,45.08062088,,,,,,,
1,1016,11,7.618112075,45.08062088,,,,,,,
1,1016,12,7.618112075,45.08062088,,,,,,,
1,1016,14,7.618112075,45.08062088,,,,,,,
2,1016,16,7.618112075,45.08062088,,,,,,,
1,1016,17,7.618112075,45.08062088,,,,,,,
1,1016,20,7.618112075,45.08062088,,,,,,,
1,1017,11,7.624465829,45.08062088,,,,,,,
1,1017,12,7.624465829,45.08062088,,,,,,,
1,1017,17,7.624465829,45.08062088,,,,,,,
1,1018,5,7.630819582,45.08062088,,,,,,,
1,1018,15,7.630819582,45.08062088,,,,,,,
1,1018,17,7.630819582,45.08062088,,,,,,,
1,1018,20,7.630819582,45.08062088,,,,,,,
1,1018,21,7.630819582,45.08062088,,,,,,,
1,1019,0,7.637173335,45.08062088,,,,,,,
1,1019,4,7.637173335,45.08062088,,,,,,,
1,1019,5,7.637173335,45.08062088,,,,,,,
1,1019,12,7.637173335,45.08062088,,,,,,,
1,1019,20,7.637173335,45.08062088,,,,,,,
1,1019,21,7.637173335,45.08062088,,,,,,,
1,1019,23,7.637173335,45.08062088,,,,,,,
1,1020,2,7.643527088,45.08062088,,,,,,,
1,1020,5,7.643527088,45.08062088,,,,,,,
1,1020,9,7.643527088,45.08062088,,,,,,,
1,1020,10,7.643527088,45.08062088,,,,,,,
1,1020,11,7.643527088,45.08062088,,,,,,,
1,1020,12,7.643527088,45.08062088,,,,,,,
1,1020,18,7.643527088,45.08062088,,,,,,,
1,1021,0,7.649880842,45.08062088,,,,,,,
1,1021,8,7.649880842,45.08062088,,,,,,,
1,1021,9,7.649880842,45.08062088,,,,,,,
2,1021,10,7.649880842,45.08062088,,,,,,,
3,1021,11,7.649880842,45.08062088,,,,,,,
2,1021,12,7.649880842,45.08062088,,,,,,,
1,1021,13,7.649880842,45.08062088,,,,,,,
2,1021,15,7.649880842,45.08062088,,,,,,,
2,1021,17,7.649880842,45.08062088,,,,,,,
1,1021,18,7.649880842,45.08062088,,,,,,,
1,1021,20,7.649880842,45.08062088,,,,,,,
1,1021,21,7.649880842,45.08062088,,,,,,,
1,1022,0,7.656234595,45.08062088,,,,,,,
2,1022,1,7.656234595,45.08062088,,,,,,,
1,1022,5,7.656234595,45.08062088,,,,,,,
3,1022,10,7.656234595,45.08062088,,,,,,,
3,1022,11,7.656234595,45.08062088,,,,,,,
3,1022,12,7.656234595,45.08062088,,,,,,,
1,1022,13,7.656234595,45.08062088,,,,,,,
1,1022,18,7.656234595,45.08062088,,,,,,,
2,1022,20,7.656234595,45.08062088,,,,,,,
1,1022,21,7.656234595,45.08062088,,,,,,,
1,1022,23,7.656234595,45.08062088,,,,,,,
1,1023,0,7.662588348,45.08062088,,,,,,,
1,1023,6,7.662588348,45.08062088,,,,,,,
1,1023,7,7.662588348,45.08062088,,,,,,,
1,1023,8,7.662588348,45.08062088,,,,,,,
1,1023,9,7.662588348,45.08062088,,,,,,,
1,1023,10,7.662588348,45.08062088,,,,,,,
2,1023,11,7.662588348,45.08062088,,,,,,,
4,1023,12,7.662588348,45.08062088,,,,,,,
1,1023,15,7.662588348,45.08062088,,,,,,,
1,1023,16,7.662588348,45.08062088,,,,,,,
1,1023,17,7.662588348,45.08062088,,,,,,,
1,1023,19,7.662588348,45.08062088,,,,,,,
2,1023,20,7.662588348,45.08062088,,,,,,,
3,1023,21,7.662588348,45.08062088,,,,,,,
2,1023,22,7.662588348,45.08062088,,,,,,,
1,1024,8,7.668942101,45.08062088,,,,,,,
2,1024,10,7.668942101,45.08062088,,,,,,,
1,1024,11,7.668942101,45.08062088,,,,,,,
1,1024,12,7.668942101,45.08062088,,,,,,,
1,1024,19,7.668942101,45.08062088,,,,,,,
1,1024,23,7.668942101,45.08062088,,,,,,,
2,1025,2,7.675295855,45.08062088,,,,,,,
1,1025,3,7.675295855,45.08062088,,,,,,,
1,1025,6,7.675295855,45.08062088,,,,,,,
1,1025,7,7.675295855,45.08062088,,,,,,,
1,1025,8,7.675295855,45.08062088,,,,,,,
1,1025,10,7.675295855,45.08062088,,,,,,,
1,1025,13,7.675295855,45.08062088,,,,,,,
2,1025,14,7.675295855,45.08062088,,,,,,,
1,1025,17,7.675295855,45.08062088,,,,,,,
